,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
804,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300148343/,Москва,sale,flat,3,15,3,104.0,-1,0,65500000,Аэропорт,Ленинградский проспект,36с39,Петровский Парк,ВТБ Арена парк
805,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/287583404/,Москва,sale,flat,6,12,2,60.0,-1,0,78000000,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
806,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/293596614/,Москва,sale,flat,3,12,2,66.0,-1,0,83000000,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
807,Gethome,real_estate_agent,https://www.cian.ru/sale/flat/295803481/,Москва,sale,flat,22,53,4,130.0,-1,0,100000000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
808,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/298144507/,Москва,sale,flat,4,38,4,217.0,-1,0,110000000,Раменки,Мосфильмовская ,70к1,Минская,Воробьевы Горы
809,NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/293888101/,Москва,sale,flat,3,6,4,201.0,-1,0,140000000,Арбат,переулок Плотников,21С1,Смоленская,
810,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/287584606/,Москва,sale,flat,6,12,3,110.0,-1,0,143000000,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
811,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299054017/,Москва,sale,flat,6,17,4,146.0,-1,0,145000000,Пресненский, Сергея Макеева,9к3,Улица 1905 года,RedSide
812,ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/278901129/,Москва,sale,flat,4,13,5,200.1,-1,0,179990000,Тверской, Фадеева,4А,Новослободская,Итальянский Квартал
813,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/287582686/,Москва,sale,flat,6,12,-1,170.0,-1,0,204000000,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
814,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/299851179/,Москва,sale,flat,8,9,4,150.0,-1,0,231523500,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
815,Gethome,real_estate_agent,https://www.cian.ru/sale/flat/285799325/,Москва,sale,flat,29,33,3,192.0,-1,0,233604750,Раменки,Мосфильмовская ,8,Минская,Дом на Мосфильмовской
816,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/293597719/,Москва,sale,flat,3,12,5,238.2,-1,0,297000000,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
817,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/299850427/,Москва,sale,flat,8,9,5,190.68,-1,0,295554000,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
818,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/293597409/,Москва,sale,flat,3,12,5,303.0,-1,0,380000000,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
819,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/299855295/,Москва,sale,flat,8,9,5,341.0,-1,0,527078000,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
820,Level Group,developer,https://www.cian.ru/sale/flat/296356689/,Москва,sale,flat,14,47,2,40.3,-1,0,14837373,Печатники,,2,Кожуховская,Левел Южнопортовая ЖК
821,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298813798/,Москва,sale,flat,6,12,2,64.0,-1,0,19900000,,бульвар Андрея Тарковского,9,Рассказовка,Рассказово
822,РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/296713443/,Москва,sale,flat,27,30,3,74.9,-1,0,21983150,Чертаново Южное,,1.1,Аннино,Варшавские Ворота ЖК
823,Главстрой,developer,https://www.cian.ru/sale/flat/296921066/,Москва,sale,flat,4,16,1,44.7,-1,0,21957310,Филевский парк,Береговой проезд,2,Народное Ополчение,Береговой-2
824,РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/293087410/,Москва,sale,flat,10,17,2,63.4,-1,0,26418780,Савеловский,Старый Петровско-Разумовский проезд,1/23С5,Гражданская,Петровский парк II
825,ДОНСТРОЙ,developer,https://www.cian.ru/sale/flat/300357444/,Москва,sale,flat,14,24,3,82.3,-1,0,29874900,Лефортово,Независимость кв-л,,Авиамоторная,Символ ЖК
826,BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/299063248/,Москва,sale,flat,3,17,3,76.1,-1,0,34000000,Теплый Стан,Ленинский проспект,127,Тропарёво,
827,Sminex,developer,https://www.cian.ru/sale/flat/296277842/,Москва,sale,flat,13,14,1,45.0,-1,0,37620000,Раменки,проспект Генерала Дорохова,39к2И,Минская,Собрание клубных домов West Garden
828,Московский городской центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/299255562/,Москва,sale,flat,15,23,3,120.0,-1,0,50000000,Ломоносовский,Ленинский проспект,83к1,Университет,Ломоносовский
829,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/298650795/,Москва,sale,flat,28,48,2,82.0,-1,0,55000000,Щукино,Авиационная ,77к2,Щукинская,Алые Паруса
830,NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/299464138/,Москва,sale,flat,19,37,3,81.4,-1,0,56000000,Беговой,Ленинградский проспект,вл8,Белорусская,Slava
831,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/297577752/,Москва,sale,flat,10,53,3,94.3,-1,0,67000000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
832,Gethome,real_estate_agent,https://www.cian.ru/sale/flat/287686259/,Москва,sale,flat,6,12,2,59.2,-1,0,68080000,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
833,Optima Development,developer,https://www.cian.ru/sale/flat/297177691/,Москва,sale,flat,16,41,3,89.4,-1,0,70185125,Хорошевский,Ленинградский проспект,37/7,Аэропорт,Прайм Парк
834,Gethome,real_estate_agent,https://www.cian.ru/sale/flat/292243588/,Москва,sale,flat,3,8,2,66.0,-1,0,82500000,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
835,Gethome,real_estate_agent,https://www.cian.ru/sale/flat/287684699/,Москва,sale,flat,6,12,3,110.9,-1,0,127535000,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
836,Gethome,real_estate_agent,https://www.cian.ru/sale/flat/299150580/,Москва,sale,flat,3,8,3,111.0,-1,0,133000000,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
837,Gethome,real_estate_agent,https://www.cian.ru/sale/flat/299150043/,Москва,sale,flat,3,8,3,111.0,-1,0,133000000,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
838,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300540964/,Москва,sale,flat,53,79,3,112.9,-1,0,135000000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
839,Славянский Двор Остоженка,real_estate_agent,https://www.cian.ru/sale/flat/299339075/,Москва,sale,flat,3,5,4,201.0,-1,0,140000000,Арбат,переулок Плотников,21С1,Смоленская,
840,Gethome,real_estate_agent,https://www.cian.ru/sale/flat/287713870/,Москва,sale,flat,6,12,5,170.1,-1,0,195615000,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
841,Метриум-Премиум Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/279405634/,Москва,sale,flat,2,10,4,163.8,-1,0,205572180,Хамовники, Бурденко,3,Парк Культуры,Дом на Бурденко
842,NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/293717850/,Москва,sale,flat,4,5,3,135.0,-1,0,215000000,Басманный,Потаповский переулок,6,Чистые пруды,Абрикосов
843,Gethome,real_estate_agent,https://www.cian.ru/sale/flat/288716778/,Москва,sale,flat,8,9,4,150.0,-1,0,231523500,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
844,OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/299449982/,Москва,sale,flat,6,7,5,230.0,-1,0,260000000,Хамовники,1-й Зачатьевский переулок,4,Кропоткинская,
845,Gethome,real_estate_agent,https://www.cian.ru/sale/flat/299151733/,Москва,sale,flat,3,8,-1,222.0,-1,0,270000000,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
846,Gethome,real_estate_agent,https://www.cian.ru/sale/flat/292243163/,Москва,sale,flat,3,8,-1,239.0,-1,0,296000000,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
847,Gethome,real_estate_agent,https://www.cian.ru/sale/flat/288717978/,Москва,sale,flat,8,9,5,191.0,-1,0,295554000,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
848,Gethome,real_estate_agent,https://www.cian.ru/sale/flat/292244114/,Москва,sale,flat,3,8,-1,304.0,-1,0,380000000,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
849,Prime Life Development,developer,https://www.cian.ru/sale/flat/299132311/,Москва,sale,flat,7,25,1,19.74,-1,0,13999724,Нагатино-Садовники,Нагатинская ,к3вл1,Нагатинская,1-й Нагатинский
850,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/299551044/,Москва,sale,flat,10,22,1,36.19,-1,0,14200000,Западное Дегунино,Дегунинская ,9к1,Моссельмаш,Любовь и Голуби
851,Барно Турсунова,realtor,https://www.cian.ru/sale/flat/299059276/,Москва,sale,flat,5,17,2,51.1,-1,0,14990000,Останкинский,Березовая аллея,19к6,Ботанический сад,Апарт-комплекс Легендарный квартал
852,Dream Realty,real_estate_agent,https://www.cian.ru/sale/flat/299456545/,Москва,sale,flat,13,17,2,49.0,-1,0,15500000,Останкинский,Березовая аллея,19к5,Ботанический сад,Апарт-комплекс Легендарный квартал
853,MR Group,developer,https://www.cian.ru/sale/flat/300180191/,Москва,sale,flat,24,54,1,22.78,-1,0,16238108,Хорошево-Мневники, Мневники,,Полежаевская,JOIS
854,Dream Realty,real_estate_agent,https://www.cian.ru/sale/flat/299010369/,Москва,sale,flat,4,17,3,52.6,-1,0,17000000,, Лобановский Лес,13,Прокшино,Прокшино
855,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298942365/,Москва,sale,flat,7,18,2,53.8,-1,0,19800000,Измайлово,Заводской проезд,23,Измайловская,
856,3SGroup,developer,https://www.cian.ru/sale/flat/299292596/,Москва,sale,flat,6,29,3,60.37,-1,0,23140963,Богородское,Открытое шоссе,14Д,Бульвар Рокоссовского,Талисман на Рокоссовского
857,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299521518/,Москва,sale,flat,4,8,2,60.1,-1,0,25900000,Савеловский, Верхняя Масловка,20,Петровский Парк,Verdi
858,Стадион Спартак,developer,https://www.cian.ru/sale/flat/275504003/,Москва,sale,flat,3,22,1,49.9,-1,0,30159560,Покровское-Стрешнево,Северо-Западный ао,,Спартак,Клубный Город на Реке Примавера ЖК
